id,camera_path,device,viewport,timestep,quad_tess,geo_quad,stpa,quad_inst,poly_tess,umap_x,umap_y,seq
144,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,9,67.331,32.51,32.4508,42.5796,17.0959,-6.4743443,-3.9613767,14
145,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,19,63.3786,30.5539,30.4535,42.5835,17.0902,-6.892286,-3.469857,14
146,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,29,58.6603,28.7704,28.7571,42.5661,17.0889,-6.721097,-3.0749686,14
147,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,39,51.611,24.9293,24.9968,42.5203,17.0917,-6.7951674,-2.8960192,14
148,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,49,42.8839,19.6047,19.6233,39.9543,17.0892,-6.905223,-2.852029,14
149,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,59,29.9981,13.0872,12.5911,29.626,16.2036,-7.044404,-2.8018222,14
150,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,69,14.9072,6.648,6.2813,15.1048,10.9405,-7.520479,-3.0382688,14
151,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,79,16.7435,7.708,0.1245,16.0246,10.785,-6.955374,-2.7254884,14
152,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,89,21.6759,9.9278,0.7665,20.366,12.8085,-6.349699,-3.2253811,14
153,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,99,18.295,8.2932,1.1202,17.1183,11.6806,-7.632711,-2.6719496,14
154,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,0,85.2617,80.4415,80.0807,42.7082,17.1107,-8.018151,-3.0225832,15
155,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,9,85.2602,77.1111,76.8055,42.7204,17.1105,-8.098756,-2.8760924,15
156,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,19,85.2515,71.3292,70.7349,42.7172,17.1072,-7.7965465,-2.4575522,15
157,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,29,85.25,65.5574,65.1093,42.7186,17.1122,-7.6429925,-2.1352215,15
158,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,39,85.0991,58.7579,58.2689,42.7102,17.1035,-7.0962825,-2.218636,15
159,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,49,81.9383,50.4342,50.5053,42.6967,17.1059,-7.4411407,-2.2385056,15
160,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,59,77.4395,43.4686,42.8622,42.679,17.0989,-6.9678164,-1.7856861,15
161,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,69,68.8539,35.8634,35.2573,42.6787,17.0944,-6.795465,-2.1828845,15
162,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,79,71.285,41.75,1.9979,41.5958,17.0246,-6.7543607,-2.1032543,15
163,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,89,73.4069,43.0446,10.2029,42.4481,17.1131,-6.652018,-2.281771,15
164,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,99,69.0727,40.4734,14.6902,41.8148,17.0764,-7.1842294,-2.263908,15
165,diagonal_x,Radeon Vega Frontier Edition,1024 1024,0,308.2196,371.0837,368.8227,412.3898,77.3114,-6.2849407,3.3378847,16
166,diagonal_x,Radeon Vega Frontier Edition,1024 1024,9,308.7125,342.4575,340.892,410.4467,77.2881,-5.9194355,2.894145,16
167,diagonal_x,Radeon Vega Frontier Edition,1024 1024,19,308.1417,307.6223,310.452,403.998,77.2887,-5.4295764,2.5853298,16
168,diagonal_x,Radeon Vega Frontier Edition,1024 1024,29,305.2158,267.7778,270.0484,386.952,77.3007,-5.2858467,2.743602,16
169,diagonal_x,Radeon Vega Frontier Edition,1024 1024,39,298.9635,216.256,215.2802,366.1408,77.2983,-4.481391,1.9833449,16
170,diagonal_x,Radeon Vega Frontier Edition,1024 1024,49,296.5661,166.9552,167.5957,347.0078,77.3031,-4.1291547,2.1191669,16
171,diagonal_x,Radeon Vega Frontier Edition,1024 1024,59,285.4786,123.4906,121.0676,317.8044,77.2308,-3.8244247,1.883747,16
172,diagonal_x,Radeon Vega Frontier Edition,1024 1024,69,225.0752,76.0937,73.2558,235.2698,76.616,-1.5707542,1.0687205,16
173,diagonal_x,Radeon Vega Frontier Edition,1024 1024,79,219.9881,92.9195,2.248,241.2697,73.5705,-2.3403735,1.35677,16
174,diagonal_x,Radeon Vega Frontier Edition,1024 1024,89,247.7609,107.5517,12.973,280.7002,76.3435,-3.1593788,1.1537659,16
175,diagonal_x,Radeon Vega Frontier Edition,1024 1024,99,231.9109,99.4342,18.5835,261.1825,74.7328,-3.239583,1.5632371,16
176,diagonal_x,Radeon Vega Frontier Edition,2048 2048,0,295.5214,191.8105,190.1086,342.1623,77.2965,-5.2018175,1.8981045,17
177,diagonal_x,Radeon Vega Frontier Edition,2048 2048,9,293.3764,168.4006,168.7752,331.6464,77.327,-4.8106093,1.7313427,17
178,diagonal_x,Radeon Vega Frontier Edition,2048 2048,19,288.7395,145.7554,145.6609,322.9588,77.272,-4.6478457,1.459472,17
179,diagonal_x,Radeon Vega Frontier Edition,2048 2048,29,287.3258,125.4647,124.8924,312.2756,77.2386,-4.6326237,2.2992032,17
180,diagonal_x,Radeon Vega Frontier Edition,2048 2048,39,283.8699,103.53,103.3492,298.1381,77.3413,-3.7360787,1.5676383,17
181,diagonal_x,Radeon Vega Frontier Edition,2048 2048,49,257.1573,82.3425,82.8068,269.0421,77.1212,-3.356357,1.4696963,17
182,diagonal_x,Radeon Vega Frontier Edition,2048 2048,59,199.3148,56.3149,54.4061,204.7875,76.3889,-3.0631208,0.85202706,17
183,diagonal_x,Radeon Vega Frontier Edition,2048 2048,69,103.8078,29.6047,28.0309,105.4407,62.525,-5.6289997,-0.75079745,17
184,diagonal_x,Radeon Vega Frontier Edition,2048 2048,79,107.9206,34.2879,0.5657,111.6145,57.1265,-6.1806936,-1.2505159,17
185,diagonal_x,Radeon Vega Frontier Edition,2048 2048,89,138.6905,44.9254,3.4432,145.3112,66.1358,-6.006115,-1.2128484,17
186,diagonal_x,Radeon Vega Frontier Edition,2048 2048,99,113.9528,38.4218,5.0008,120.1795,61.4171,-6.6115866,-1.3490341,17
187,diagonal_x,Radeon Vega Frontier Edition,512 512,0,306.2262,412.6792,412.6162,409.4501,77.3305,-6.765103,3.8177934,18
188,diagonal_x,Radeon Vega Frontier Edition,512 512,9,307.3774,408.7438,407.9285,409.7487,77.3401,-6.551765,3.702271,18
