id,camera_path,device,viewport,timestep,quad_tess,geo_quad,stpa,quad_inst,poly_tess,umap_x,umap_y,seq
88,diagonal_x,NVIDIA TITAN X (Pascal),512 512,0,149.459,132.884,133.3465,163.4708,81.2869,-1.0736817,7.888004,9
89,diagonal_x,NVIDIA TITAN X (Pascal),512 512,9,141.2445,123.8511,124.2554,154.62,77.33,-1.2349988,7.692403,9
90,diagonal_x,NVIDIA TITAN X (Pascal),512 512,19,136.3635,118.1154,118.2711,148.8467,79.2506,-1.0040432,7.53008,9
91,diagonal_x,NVIDIA TITAN X (Pascal),512 512,29,133.5932,114.2049,114.5142,145.3765,75.5298,0.14675269,7.270287,9
92,diagonal_x,NVIDIA TITAN X (Pascal),512 512,39,136.5736,116.4379,116.877,145.4628,75.2802,0.09107144,6.991042,9
93,diagonal_x,NVIDIA TITAN X (Pascal),512 512,49,143.8456,123.1717,93.5314,151.796,78.8469,0.6642146,6.7730827,9
94,diagonal_x,NVIDIA TITAN X (Pascal),512 512,59,154.3141,135.6054,65.5278,157.5354,79.8563,0.94971323,6.175405,9
95,diagonal_x,NVIDIA TITAN X (Pascal),512 512,69,169.5757,154.7667,49.997,164.2937,78.5053,1.0316552,5.8847723,9
96,diagonal_x,NVIDIA TITAN X (Pascal),512 512,79,184.3967,177.3471,40.192,169.1755,84.3028,0.8251004,5.5392075,9
97,diagonal_x,NVIDIA TITAN X (Pascal),512 512,89,200.671,202.2543,26.7054,174.8233,86.3334,0.9569208,4.905144,9
98,diagonal_x,NVIDIA TITAN X (Pascal),512 512,99,210.8126,224.2142,6.6355,177.6092,88.1337,1.026842,4.0547705,9
99,diagonal_x,NVIDIA TITAN Xp,1024 1024,0,109.2168,87.5534,87.4661,112.8788,72.1298,1.2606248,4.3169174,10
100,diagonal_x,NVIDIA TITAN Xp,1024 1024,9,112.3519,89.4294,89.6797,116.8836,74.564,0.938904,5.6059933,10
101,diagonal_x,NVIDIA TITAN Xp,1024 1024,19,115.7544,92.6089,93.1402,121.0189,71.4439,0.9408943,5.976284,10
102,diagonal_x,NVIDIA TITAN Xp,1024 1024,29,118.3784,95.9951,96.4218,124.0579,70.8968,1.173738,6.0116787,10
103,diagonal_x,NVIDIA TITAN Xp,1024 1024,39,123.4125,101.4874,101.6776,127.9815,70.3903,0.89661855,6.51388,10
104,diagonal_x,NVIDIA TITAN Xp,1024 1024,49,135.5223,114.7681,54.1196,138.7557,72.3709,1.0947747,6.321161,10
105,diagonal_x,NVIDIA TITAN Xp,1024 1024,59,140.0792,128.3608,26.7245,144.0463,73.1096,0.8855556,5.6004877,10
106,diagonal_x,NVIDIA TITAN Xp,1024 1024,69,147.3166,144.6866,17.5131,147.1863,74.4757,1.1199144,5.4810357,10
107,diagonal_x,NVIDIA TITAN Xp,1024 1024,79,153.5973,159.8432,12.9144,143.7389,75.6235,1.3533282,5.6316824,10
108,diagonal_x,NVIDIA TITAN Xp,1024 1024,89,158.7281,170.8029,7.7954,144.7402,76.0179,1.3915919,5.4385276,10
109,diagonal_x,NVIDIA TITAN Xp,1024 1024,99,160.6738,177.126,1.8028,141.1036,76.3446,1.5578957,4.979744,10
110,diagonal_x,NVIDIA TITAN Xp,2048 2048,0,109.1375,96.0292,96.0956,118.1564,69.4473,1.0996379,4.531027,11
111,diagonal_x,NVIDIA TITAN Xp,2048 2048,9,106.6932,94.0451,94.1859,111.2981,67.2726,1.3323421,4.73275,11
112,diagonal_x,NVIDIA TITAN Xp,2048 2048,19,97.408,89.4254,89.5351,100.797,64.0898,1.1750157,4.311167,11
113,diagonal_x,NVIDIA TITAN Xp,2048 2048,29,85.8141,81.4352,81.2823,87.8333,57.4686,1.3867444,3.4447246,11
114,diagonal_x,NVIDIA TITAN Xp,2048 2048,39,76.9799,74.9968,75.4307,78.3257,53.1881,1.5322064,2.7337341,11
115,diagonal_x,NVIDIA TITAN Xp,2048 2048,49,79.0608,78.6343,19.3233,79.7423,54.1665,2.0029361,2.068472,11
