id,camera_path,device,viewport,timestep,ao-NA-1-NA,ao-NA-5-NA,pathtracer-NA-NA-10,pathtracer-NA-NA-5,scivis-false-1-NA,scivis-false-5-NA,scivis-true-1-NA,scivis-true-5-NA,umap_x,umap_y,seq
356,orbit-x,2x Intel Xeon E5-2630 v4,2048,4,8.4308,7.3928,0.5757,0.6533,8.8427,8.854,5.896,5.8799,-0.51951325,-3.426789,33
357,orbit-x,2x Intel Xeon E5-2630 v4,2048,5,8.5936,7.4346,0.5815,0.6626,8.8789,8.9421,5.8933,5.9389,-1.1740875,-3.3848994,33
358,orbit-x,2x Intel Xeon E5-2630 v4,2048,6,10.0956,8.8051,0.7421,0.8405,10.4115,10.4428,6.9699,7.0208,-1.895374,-3.190008,33
359,orbit-x,2x Intel Xeon E5-2630 v4,2048,7,11.7263,11.3813,1.3089,1.4949,11.8452,11.8138,10.7521,10.7615,-2.873288,-2.7465563,33
360,orbit-x,2x Intel Xeon E5-2630 v4,2048,8,9.3112,7.5576,1.5192,1.7763,9.8464,9.8173,9.8719,9.9043,-2.6449206,-2.5555472,33
361,orbit-x,2x Intel Xeon E5-2630 v4,2048,9,8.2342,5.9944,2.2826,2.6939,9.0741,9.0855,9.0979,9.0844,-2.6886003,-1.9257647,33
362,orbit-x,2x Intel Xeon E5-2630 v4,2048,10,8.3048,6.1099,2.3015,2.7348,9.121,9.1359,9.1501,9.1057,-2.7329903,-1.47451,33
363,orbit-x,AMD Ryzen 7 1800X,512,0,88.3556,79.2048,9.0173,10.2373,90.2886,90.1811,69.8988,69.7657,-6.5825768,3.4211361,34
364,orbit-x,AMD Ryzen 7 1800X,512,1,73.8209,62.2913,5.7075,6.4604,76.5041,76.4403,52.0178,51.9664,-6.4391317,2.0239723,34
365,orbit-x,AMD Ryzen 7 1800X,512,2,65.077,55.0937,4.8621,5.5345,67.5037,67.1826,42.8636,46.0953,-6.5564837,1.8696738,34
366,orbit-x,AMD Ryzen 7 1800X,512,3,65.0631,55.0324,4.8195,5.4549,64.3563,67.3823,46.1159,46.1576,-6.6795235,2.6654341,34
367,orbit-x,AMD Ryzen 7 1800X,512,4,64.5357,54.9185,4.7579,5.4026,67.1695,67.3369,45.9407,46.1038,-6.5413804,2.8673284,34
368,orbit-x,AMD Ryzen 7 1800X,512,5,64.9047,55.0913,4.8356,5.4996,67.3219,67.5215,46.1928,46.2176,-6.225985,2.7146945,34
369,orbit-x,AMD Ryzen 7 1800X,512,6,75.7254,64.3331,6.1737,6.9824,78.6807,78.5836,54.2188,54.0012,-6.1474442,3.2495868,34
370,orbit-x,AMD Ryzen 7 1800X,512,7,88.9624,86.288,10.7353,12.2451,89.3192,89.0996,81.5934,81.829,-6.2423005,2.9573922,34
371,orbit-x,AMD Ryzen 7 1800X,512,8,68.2366,54.2399,12.3259,14.1921,72.9661,72.9065,73.0369,72.8231,-6.0202656,3.0435886,34
372,orbit-x,AMD Ryzen 7 1800X,512,9,59.065,41.3616,17.7515,20.999,66.3618,65.9879,66.0746,65.3612,-5.9019923,2.9717894,34
373,orbit-x,AMD Ryzen 7 1800X,512,10,60.0132,42.4805,17.9622,21.2589,66.8172,66.749,66.8704,66.6187,-5.55009,2.9563186,34
374,orbit-x,AMD Ryzen 7 1800X,1024,0,22.9557,20.573,2.2975,2.6047,23.5113,23.4945,18.1384,18.0728,-4.056402,-2.6950486,35
375,orbit-x,AMD Ryzen 7 1800X,1024,1,19.0998,16.112,1.4481,1.6415,19.8875,19.9039,13.4253,13.4249,-2.159951,-3.3348792,35
376,orbit-x,AMD Ryzen 7 1800X,1024,2,16.7853,14.1813,1.2374,1.4033,17.4562,17.4917,11.8889,11.9059,-1.8507911,-3.3070176,35
377,orbit-x,AMD Ryzen 7 1800X,1024,3,16.8711,14.1774,1.2174,1.2369,17.4928,17.4798,11.9433,11.9669,-2.333846,-3.201032,35
378,orbit-x,AMD Ryzen 7 1800X,1024,4,16.7929,14.1917,1.2049,1.3798,17.4102,17.5103,11.9249,11.8889,-3.4971485,-2.583154,35
379,orbit-x,AMD Ryzen 7 1800X,1024,5,16.8651,14.2255,1.2241,1.3925,17.5006,17.4617,11.9578,11.9213,-4.066032,-2.222077,35
380,orbit-x,AMD Ryzen 7 1800X,1024,6,19.6896,16.6426,1.567,1.7726,20.4418,20.4257,13.981,14.0198,-4.4460425,-1.4981943,35
381,orbit-x,AMD Ryzen 7 1800X,1024,7,23.2139,22.3952,2.7438,3.1458,23.2477,23.25,21.2828,20.8188,-4.7159166,-1.175259,35
382,orbit-x,AMD Ryzen 7 1800X,1024,8,17.8365,14.0602,3.1496,3.6603,19.0238,19.0363,19.0389,19.0161,-4.2002583,-0.68896693,35
383,orbit-x,AMD Ryzen 7 1800X,1024,9,15.4087,10.6816,4.5582,5.4139,17.272,16.7997,17.2272,17.2645,-3.5562522,-0.86160964,35
384,orbit-x,AMD Ryzen 7 1800X,1024,10,15.6371,10.9715,4.6216,5.315,17.3784,17.4609,17.4218,17.4042,-3.6755548,-0.88140357,35
385,orbit-x,AMD Ryzen 7 1800X,2048,0,5.8496,5.2316,0.5758,0.6538,5.9791,5.978,4.6259,4.619,2.9092329,-1.4040807,36
386,orbit-x,AMD Ryzen 7 1800X,2048,1,4.8614,4.0747,0.3639,0.413,5.0608,5.0618,3.4036,3.4059,3.846413,-0.79807264,36
387,orbit-x,AMD Ryzen 7 1800X,2048,2,4.2668,3.6126,0.3107,0.3538,4.4336,4.4424,3.0204,3.0243,3.6998818,-1.0843656,36
388,orbit-x,AMD Ryzen 7 1800X,2048,3,4.2683,3.6112,0.3064,0.3481,4.2573,4.4383,3.0241,3.0218,3.5735092,-1.3956163,36
389,orbit-x,AMD Ryzen 7 1800X,2048,4,4.2795,3.5932,0.3027,0.3448,4.4308,4.442,3.0141,3.0191,2.8603308,-1.7610457,36
390,orbit-x,AMD Ryzen 7 1800X,2048,5,4.2847,3.6099,0.308,0.3505,4.4426,4.4445,3.0118,3.0323,2.4556823,-2.1166184,36
391,orbit-x,AMD Ryzen 7 1800X,2048,6,4.9932,4.2236,0.3927,0.4469,5.1702,5.2023,3.5492,3.5461,1.5438424,-2.5201795,36
392,orbit-x,AMD Ryzen 7 1800X,2048,7,5.8923,5.7078,0.6948,0.7959,5.9269,5.9225,5.4254,5.4356,0.912844,-2.6139235,36
393,orbit-x,AMD Ryzen 7 1800X,2048,8,4.5589,3.5795,0.7988,0.9296,4.8551,4.861,4.8567,4.8553,1.6293873,-2.2129867,36
394,orbit-x,AMD Ryzen 7 1800X,2048,9,3.9402,2.7226,1.1529,1.3713,4.4114,4.3984,4.4134,4.4027,1.0522597,-2.1992471,36
395,orbit-x,AMD Ryzen 7 1800X,2048,10,3.8735,2.7875,1.1721,1.3931,4.4347,4.4464,4.444,4.4506,1.2620091,-2.2386022,36
396,orbit-x,AMD Ryzen 9 3900X,512,0,193.3877,178.9277,18.7474,21.2251,196.1938,195.6859,149.2916,149.425,-7.3295636,5.281389,37
397,orbit-x,AMD Ryzen 9 3900X,512,1,161.116,143.0089,11.8271,13.3937,165.0124,164.9142,109.9164,109.0747,-7.441221,4.5878277,37
398,orbit-x,AMD Ryzen 9 3900X,512,2,139.2337,124.5108,10.0955,11.4796,141.9265,141.937,95.9095,95.9196,-7.4337144,5.0335183,37
399,orbit-x,AMD Ryzen 9 3900X,512,3,139.049,123.9858,10.0142,11.3646,141.9305,141.4219,95.3944,95.5238,-7.8002768,4.481693,37
400,orbit-x,AMD Ryzen 9 3900X,512,4,138.216,123.7829,9.8018,11.1885,141.5452,141.1339,95.1647,95.2762,-6.707769,4.7208896,37
401,orbit-x,AMD Ryzen 9 3900X,512,5,139.2298,124.9692,10.0528,11.3879,142.145,142.4116,95.8745,96.1474,-6.7589736,4.480685,37
402,orbit-x,AMD Ryzen 9 3900X,512,6,165.8606,147.7751,12.7499,14.5162,169.0894,169.8248,113.9741,113.9232,-6.858398,4.2929835,37
403,orbit-x,AMD Ryzen 9 3900X,512,7,191.8222,187.4485,22.3334,25.5118,191.5092,192.4609,174.2512,174.4622,-7.304078,4.6078815,37
404,orbit-x,AMD Ryzen 9 3900X,512,8,151.6604,127.742,25.452,29.6614,158.741,158.7239,158.5698,158.8474,-6.877327,4.1109753,37
405,orbit-x,AMD Ryzen 9 3900X,512,9,135.4169,102.8086,37.0927,44.0709,146.8543,147.1933,147.3053,145.8038,-6.1718955,3.997508,37
406,orbit-x,AMD Ryzen 9 3900X,512,10,136.6652,105.0048,37.5057,44.6796,147.4722,148.0766,148.1492,147.6904,-6.3916774,3.659164,37
407,orbit-x,AMD Ryzen 9 3900X,1024,0,51.4422,47.4852,4.7617,5.4364,52.0844,52.1714,39.2872,39.4829,-5.7448177,-0.6824419,38
408,orbit-x,AMD Ryzen 9 3900X,1024,1,42.445,37.4667,3.0055,3.4102,43.5774,43.5736,28.5356,28.4869,-6.133069,-0.82667285,38
409,orbit-x,AMD Ryzen 9 3900X,1024,2,36.5853,32.4839,2.5613,2.9092,37.3766,37.4731,24.9784,24.9839,-6.551605,-0.92987645,38
410,orbit-x,AMD Ryzen 9 3900X,1024,3,36.3627,32.3731,2.5346,2.8963,37.2316,37.2394,24.9316,24.8247,-6.524654,-0.22752726,38
411,orbit-x,AMD Ryzen 9 3900X,1024,4,36.2537,32.2735,2.495,2.842,37.2481,37.1631,24.8234,24.7628,-6.36149,0.42441618,38
412,orbit-x,AMD Ryzen 9 3900X,1024,5,36.7258,32.5969,2.5408,2.8844,37.4588,37.4263,24.9866,24.9448,-6.3270497,0.798141,38
413,orbit-x,AMD Ryzen 9 3900X,1024,6,43.2307,38.899,3.243,3.6123,44.7764,44.7766,29.7773,29.7409,-5.920642,1.3325006,38
414,orbit-x,AMD Ryzen 9 3900X,1024,7,50.8968,49.703,5.7069,6.5969,50.8958,50.8712,46.3358,46.2475,-5.5277543,1.8746457,38
415,orbit-x,AMD Ryzen 9 3900X,1024,8,40.3819,33.7476,6.5686,7.6473,42.0973,42.0129,42.1717,42.1816,-5.5266457,1.8095816,38
416,orbit-x,AMD Ryzen 9 3900X,1024,9,35.7475,27.0918,9.625,11.4519,38.8784,38.9909,38.9698,38.9391,-5.5205216,2.1284711,38
417,orbit-x,AMD Ryzen 9 3900X,1024,10,36.2626,27.7474,9.6844,11.5736,39.1478,39.1728,39.1377,39.2613,-5.2708054,2.3015094,38
418,orbit-x,AMD Ryzen 9 3900X,2048,0,13.1439,12.1692,1.2015,1.3716,13.2709,13.3233,10.0214,10.0517,0.12575667,-3.302132,39
419,orbit-x,AMD Ryzen 9 3900X,2048,1,10.8723,9.5599,0.7555,0.8599,11.1308,11.1644,7.2816,7.2844,0.7701604,-2.8267608,39
420,orbit-x,AMD Ryzen 9 3900X,2048,2,9.3025,8.291,0.6452,0.7337,9.5306,9.5271,6.3432,6.3464,0.56856155,-3.1777165,39
421,orbit-x,AMD Ryzen 9 3900X,2048,3,9.3139,8.241,0.636,0.7285,9.4975,9.4836,6.3387,6.3269,0.20432276,-2.8867705,39
422,orbit-x,AMD Ryzen 9 3900X,2048,4,9.2564,8.2269,0.6294,0.718,9.4831,9.4805,6.3154,6.3032,-1.0761666,-3.63048,39
423,orbit-x,AMD Ryzen 9 3900X,2048,5,9.3094,8.2827,0.639,0.7282,9.5711,9.5475,6.1061,6.4008,-1.4073129,-3.686271,39
424,orbit-x,AMD Ryzen 9 3900X,2048,6,11.1749,9.909,0.8191,0.9284,11.4599,11.4507,7.5705,7.5842,-2.1824157,-3.0391777,39
425,orbit-x,AMD Ryzen 9 3900X,2048,7,12.9777,12.661,1.4449,1.6579,13.0225,13.0071,11.8257,11.8187,-2.6684012,-2.5587602,39
426,orbit-x,AMD Ryzen 9 3900X,2048,8,10.2866,8.6295,1.6738,1.9477,10.7512,10.7814,10.7932,10.7819,-2.4539773,-2.4083157,39
427,orbit-x,AMD Ryzen 9 3900X,2048,9,9.2049,6.9334,2.4322,2.9046,9.9908,9.9996,10.0046,9.9726,-2.6654513,-1.6340002,39
428,orbit-x,AMD Ryzen 9 3900X,2048,10,9.2924,7.078,2.4676,2.9589,10.0716,10.0557,10.068,10.109,-2.8225276,-1.3882893,39
429,orbit-x,Intel Core i5-7500,512,0,59.0825,57.1138,5.9317,6.654,62.2216,63.4586,47.4136,47.94,-5.7311287,1.151995,40
430,orbit-x,Intel Core i5-7500,512,1,50.8445,44.2885,3.656,4.1454,54.2779,53.4259,34.4771,34.0745,-6.168096,0.4304901,40
431,orbit-x,Intel Core i5-7500,512,2,44.2165,38.1646,3.0817,3.5373,45.516,45.4895,30.3167,30.0002,-6.5957103,0.5588042,40
432,orbit-x,Intel Core i5-7500,512,3,43.2014,38.9532,2.9806,3.4799,45.5367,43.9802,29.7511,28.0717,-6.552762,1.302169,40
433,orbit-x,Intel Core i5-7500,512,4,42.9995,37.9592,2.9003,3.4995,45.6215,45.8453,29.9784,29.5994,-6.2132797,1.3065917,40
434,orbit-x,Intel Core i5-7500,512,5,44.1599,39.4521,3.0983,3.5102,45.7863,46.0185,29.8698,30.1482,-6.1888304,1.4167031,40
435,orbit-x,Intel Core i5-7500,512,6,53.2034,45.4568,3.8132,4.3428,55.3793,51.2784,35.2136,35.1379,-6.145092,1.9736576,40
436,orbit-x,Intel Core i5-7500,512,7,61.8311,60.6833,6.9734,7.4448,58.2272,60.2203,54.0316,54.7058,-5.8100266,2.1605244,40
437,orbit-x,Intel Core i5-7500,512,8,47.7694,38.3777,8.1391,9.3634,51.1692,50.6568,50.8774,51.5103,-5.7550097,2.2752755,40
438,orbit-x,Intel Core i5-7500,512,9,41.4927,30.4124,12.277,14.7926,47.0597,46.0632,46.3568,45.9082,-5.7021346,2.4052775,40
439,orbit-x,Intel Core i5-7500,512,10,38.4212,31.7917,12.5091,14.4002,44.9764,46.7727,45.9384,46.5242,-5.140843,2.8391507,40
440,orbit-x,Intel Core i5-7500,1024,0,16.087,14.3768,1.4538,1.6632,16.1027,16.3894,12.1515,12.0476,-0.7987286,-3.8636758,41
441,orbit-x,Intel Core i5-7500,1024,1,12.4424,11.4039,0.8961,1.0433,13.7102,13.6028,8.7432,8.9125,-0.22866319,-3.3463151,41
442,orbit-x,Intel Core i5-7500,1024,2,10.9401,9.8103,0.7806,0.8674,12.0014,11.3667,7.6568,7.8447,-0.6459031,-3.6185975,41
443,orbit-x,Intel Core i5-7500,1024,3,11.5397,10.0047,0.7604,0.8574,11.6701,11.8194,7.1911,7.8534,-1.201114,-3.4006424,41
444,orbit-x,Intel Core i5-7500,1024,4,11.2576,9.8118,0.7686,0.8786,11.8445,11.3766,7.5428,7.3183,-1.7696077,-3.4604518,41
445,orbit-x,Intel Core i5-7500,1024,5,11.5561,10.0173,0.7829,0.8881,11.5819,11.9166,7.769,7.8111,-2.1204362,-3.222296,41
446,orbit-x,Intel Core i5-7500,1024,6,13.6734,11.9331,0.9699,1.0728,13.9857,13.9776,9.0855,9.1411,-2.8778765,-2.9439685,41
447,orbit-x,Intel Core i5-7500,1024,7,15.8596,15.5273,1.7526,2.0223,15.9763,15.8684,14.2869,14.2507,-3.247722,-2.189186,41
448,orbit-x,Intel Core i5-7500,1024,8,12.4115,10.0645,2.0443,2.3962,12.4749,13.1815,13.154,13.2145,-2.8694777,-2.0582442,41
449,orbit-x,Intel Core i5-7500,1024,9,10.7852,7.8182,3.1518,3.7293,12.0517,11.995,11.9554,12.2123,-3.093907,-1.4869117,41
450,orbit-x,Intel Core i5-7500,1024,10,11.0302,7.9609,3.1303,3.765,12.1907,12.1235,11.258,12.027,-3.2105782,-1.1179738,41
451,orbit-x,Intel Core i5-7500,2048,0,4.0201,3.7647,0.3702,0.4207,3.8969,4.1784,3.1015,3.074,4.7536798,0.20113449,42
452,orbit-x,Intel Core i5-7500,2048,1,3.4173,2.8582,0.2306,0.2607,3.4828,3.4966,2.0996,2.1998,4.9094815,-0.3052512,42
453,orbit-x,Intel Core i5-7500,2048,2,2.8716,2.4804,0.1965,0.2201,3.0016,3.0239,1.9682,1.9614,4.772875,-0.4242631,42
454,orbit-x,Intel Core i5-7500,2048,3,2.6896,2.391,0.1964,0.2207,2.7608,3.0206,1.9512,1.9442,4.8831563,-1.0204118,42
455,orbit-x,Intel Core i5-7500,2048,4,2.8663,2.5078,0.191,0.2213,3.0018,3.0427,1.9567,1.9034,4.266822,-0.9822096,42
456,orbit-x,Intel Core i5-7500,2048,5,2.8852,2.4277,0.1967,0.2211,2.8653,3.0631,1.8963,1.9357,3.7439256,-1.3378917,42
457,orbit-x,Intel Core i5-7500,2048,6,3.4381,3.0029,0.2498,0.2806,3.554,3.5498,2.3388,2.3217,3.4151602,-1.9305221,42
458,orbit-x,Intel Core i5-7500,2048,7,3.9137,3.8845,0.4467,0.4825,4.0097,4.041,3.6435,3.6662,2.3561885,-1.9196033,42
459,orbit-x,Intel Core i5-7500,2048,8,3.1792,2.5824,0.5233,0.6106,3.3133,3.4186,3.338,3.2536,2.7853737,-1.8404045,42
460,orbit-x,Intel Core i5-7500,2048,9,2.7282,2.018,0.7965,0.9313,3.036,2.8938,2.9807,3.0317,1.6178286,-1.9436301,42
461,orbit-x,Intel Core i5-7500,2048,10,2.7572,2.0751,0.8064,0.9559,3.0464,3.0918,2.9448,3.1324,1.7182497,-1.968784,42
462,orbit-x,Intel Core i7-8565U,512,0,61.5889,54.1284,5.2909,6.3597,62.2584,59.8036,43.133,43.7844,-6.049659,1.2157772,43
463,orbit-x,Intel Core i7-8565U,512,1,51.6015,43.705,3.4199,4.3225,43.8322,52.8798,30.7155,35.3783,-6.373044,0.13663045,43
464,orbit-x,Intel Core i7-8565U,512,2,41.6582,39.0993,3.2185,3.5399,46.1548,44.8268,26.4834,29.7236,-6.5680532,0.41137055,43
465,orbit-x,Intel Core i7-8565U,512,3,42.1836,35.6833,2.7291,3.4118,44.5698,44.773,30.0569,28.8297,-6.238394,1.0816294,43
466,orbit-x,Intel Core i7-8565U,512,4,44.6403,34.913,3.1619,3.557,44.4142,46.0821,31.0354,28.9854,-6.273301,1.3167003,43
467,orbit-x,Intel Core i7-8565U,512,5,44.9901,35.5659,3.1668,3.3458,46.5352,41.6429,26.9369,30.3156,-6.258638,1.1828948,43
468,orbit-x,Intel Core i7-8565U,512,6,52.4747,42.1489,4.177,4.6143,54.083,45.2219,37.0582,35.9458,-6.0011086,1.8482572,43
469,orbit-x,Intel Core i7-8565U,512,7,55.4957,45.4678,7.0242,7.4009,53.9668,56.333,56.13,41.7723,-5.419507,2.2379172,43
470,orbit-x,Intel Core i7-8565U,512,8,44.9584,38.6562,8.4223,8.8191,46.0689,49.0913,49.5228,39.9159,-5.5422034,2.3273668,43
471,orbit-x,Intel Core i7-8565U,512,9,40.3502,29.8772,11.416,12.0711,43.1364,45.9939,43.1671,36.4761,-5.5858006,1.92359,43
472,orbit-x,Intel Core i7-8565U,512,10,39.7376,29.6512,11.5712,13.4055,45.3091,45.5228,41.4902,44.4361,-4.9938207,2.619955,43
473,orbit-x,Intel Core i7-8565U,1024,0,14.0246,14.4905,1.5522,1.7737,14.7487,12.7487,8.9941,9.7506,-0.57524604,-3.3898096,44
474,orbit-x,Intel Core i7-8565U,1024,1,12.3042,9.2984,0.7698,1.0679,13.107,12.4859,8.9538,8.7475,-0.15601142,-3.2943273,44
475,orbit-x,Intel Core i7-8565U,1024,2,10.7967,9.9686,0.818,0.8981,11.6733,11.0944,8.0104,6.3922,-0.45679805,-3.4787407,44
476,orbit-x,Intel Core i7-8565U,1024,3,11.3504,9.3576,0.7786,0.7612,11.6794,11.0177,8.0871,7.7672,-1.1002353,-3.5721986,44
477,orbit-x,Intel Core i7-8565U,1024,4,8.4279,9.0421,0.793,0.9151,9.2307,11.4156,7.8449,7.6628,-1.6174736,-3.316046,44
478,orbit-x,Intel Core i7-8565U,1024,5,10.826,9.8377,0.7864,0.9282,11.0907,11.3485,6.1154,7.8542,-1.9435642,-3.3672225,44
479,orbit-x,Intel Core i7-8565U,1024,6,13.202,11.3599,0.8279,1.1519,13.0664,13.8689,8.9838,9.0558,-2.8997447,-2.9130456,44
480,orbit-x,Intel Core i7-8565U,1024,7,14.9566,13.5082,1.8507,2.0124,15.241,14.7128,14.2579,14.4771,-3.0729363,-2.2420623,44
481,orbit-x,Intel Core i7-8565U,1024,8,11.0497,9.7417,1.8649,1.9452,12.052,13.0305,13.1319,13.0624,-2.72355,-2.2387881,44
482,orbit-x,Intel Core i7-8565U,1024,9,7.6803,7.0362,2.7698,3.6342,10.7976,8.9093,9.5196,11.3192,-3.001484,-1.5916122,44
483,orbit-x,Intel Core i7-8565U,1024,10,10.6028,7.1414,2.7621,2.9131,11.4689,11.5638,11.0351,11.6911,-2.9951582,-1.3636756,44
484,orbit-x,Intel Core i7-8565U,2048,0,3.8128,3.5512,0.3632,0.3533,3.7391,3.4064,3.0987,2.9297,5.005605,0.37873486,45
485,orbit-x,Intel Core i7-8565U,2048,1,2.6104,2.862,0.2331,0.2596,2.9113,3.1453,2.1648,2.2928,5.061272,-0.066707626,45
486,orbit-x,Intel Core i7-8565U,2048,2,2.7162,2.2056,0.1943,0.2214,2.9987,3.0109,1.9738,2.0188,4.9641614,-0.38349333,45
487,orbit-x,Intel Core i7-8565U,2048,3,2.8543,2.409,0.1913,0.2208,3.0055,2.9125,1.977,1.9736,4.7314763,-1.0858744,45
488,orbit-x,Intel Core i7-8565U,2048,4,2.4303,2.0744,0.1913,0.2167,2.8111,2.8725,1.8739,1.9882,4.284405,-0.8256542,45
489,orbit-x,Intel Core i7-8565U,2048,5,2.7534,2.1843,0.1936,0.224,2.9233,2.3797,1.187,1.5561,4.2139373,-1.2780328,45
490,orbit-x,Intel Core i7-8565U,2048,6,3.0043,2.7046,0.2051,0.22,3.5347,3.4422,2.1275,2.2647,3.5440729,-1.7826033,45
491,orbit-x,Intel Core i7-8565U,2048,7,3.9435,3.5982,0.4323,0.5088,3.6719,3.8554,2.7986,2.8448,2.484984,-1.8167833,45
492,orbit-x,Intel Core i7-8565U,2048,8,2.9572,2.457,0.5197,0.5103,2.6383,3.2051,3.2459,3.2088,2.690763,-1.6762034,45
493,orbit-x,Intel Core i7-8565U,2048,9,2.5766,1.4454,0.7701,0.9047,3.0135,3.0074,3.0113,2.3625,1.6909779,-1.9850554,45
494,orbit-x,Intel Core i7-8565U,2048,10,2.6719,1.9077,0.5975,0.9444,2.9807,2.9746,2.9243,2.6257,1.8029253,-1.9776088,45
495,orbit-y,2x Intel Xeon E5-2630 v4,512,0,171.9738,157.9425,16.8774,19.1305,174.9261,176.6195,135.1724,135.049,-7.7170644,4.6496763,46
496,orbit-y,2x Intel Xeon E5-2630 v4,512,1,166.8302,153.2382,16.9263,19.1566,169.9865,170.0654,128.6971,129.3373,-7.146039,4.9412746,46
497,orbit-y,2x Intel Xeon E5-2630 v4,512,2,162.4334,149.9444,16.94,19.0074,165.7328,165.2131,126.2365,126.4656,-7.0276494,5.0222783,46
498,orbit-y,2x Intel Xeon E5-2630 v4,512,3,166.8015,153.765,17.0703,19.0882,171.0817,170.3134,130.0147,130.5379,-7.465813,4.4307866,46
499,orbit-y,2x Intel Xeon E5-2630 v4,512,4,167.2051,153.9662,16.9749,19.0725,170.1627,169.9677,129.1259,130.115,-7.0188427,4.7866936,46
500,orbit-y,2x Intel Xeon E5-2630 v4,512,5,160.1027,148.3807,16.6331,18.6026,161.659,163.1297,125.0469,124.4994,-6.549743,4.2810593,46
501,orbit-y,2x Intel Xeon E5-2630 v4,512,6,164.1527,152.248,16.5405,18.6649,169.0571,167.5645,128.8076,129.1811,-7.095557,4.3132753,46
502,orbit-y,2x Intel Xeon E5-2630 v4,512,7,168.1565,153.8734,16.4829,18.597,170.8248,171.3708,132.269,127.5989,-7.1346884,4.5069118,46
503,orbit-y,2x Intel Xeon E5-2630 v4,512,8,162.1303,148.6286,16.3022,18.3323,165.3338,157.5341,129.6452,129.4978,-6.9160523,3.573862,46
504,orbit-y,2x Intel Xeon E5-2630 v4,512,9,172.3339,157.829,16.3252,18.4342,175.2047,175.9259,137.0665,136.3223,-6.4261203,3.1571224,46
505,orbit-y,2x Intel Xeon E5-2630 v4,512,10,169.8748,155.5645,16.0334,18.247,172.1647,172.7647,134.7613,134.5339,-6.321485,2.7100744,46
506,orbit-y,2x Intel Xeon E5-2630 v4,1024,0,45.8699,42.1143,4.3196,4.9043,46.9662,47.0697,35.5427,35.7082,-6.1447906,-1.5542648,47
507,orbit-y,2x Intel Xeon E5-2630 v4,1024,1,44.5504,40.862,4.3604,4.8959,45.5959,45.4938,34.3285,34.4527,-6.0732737,0.21941456,47
508,orbit-y,2x Intel Xeon E5-2630 v4,1024,2,43.4237,39.5994,4.3383,4.9184,44.1759,44.2229,33.3659,33.2916,-6.2742395,1.045218,47
509,orbit-y,2x Intel Xeon E5-2630 v4,1024,3,44.6618,40.8921,4.3615,4.9381,45.6729,45.5585,34.5804,34.3474,-6.326286,1.6309626,47
510,orbit-y,2x Intel Xeon E5-2630 v4,1024,4,44.5004,40.7488,4.3664,4.9102,45.3426,45.4523,34.2292,34.2809,-6.40872,1.9934682,47
511,orbit-y,2x Intel Xeon E5-2630 v4,1024,5,42.6328,39.1833,4.2584,4.8176,43.5303,43.6114,33.1984,33.1279,-6.159112,1.4934689,47
512,orbit-y,2x Intel Xeon E5-2630 v4,1024,6,44.0954,40.5703,4.2748,4.8339,44.9202,44.9531,34.2144,34.2413,-6.106477,1.7249845,47
513,orbit-y,2x Intel Xeon E5-2630 v4,1024,7,44.5871,40.9001,4.2379,4.7934,45.8871,45.5776,35.1723,35.1979,-5.7318172,1.1771687,47
514,orbit-y,2x Intel Xeon E5-2630 v4,1024,8,43.1319,39.7693,4.1667,4.7099,44.0952,44.1335,33.7098,34.2924,-5.575271,1.0160182,47
515,orbit-y,2x Intel Xeon E5-2630 v4,1024,9,45.9059,41.6145,4.2123,4.7529,46.9942,46.7655,36.2587,36.0004,-5.659986,0.9367722,47
516,orbit-y,2x Intel Xeon E5-2630 v4,1024,10,45.2403,41.6668,4.1509,4.6881,46.1525,46.3717,35.9781,35.6982,-5.5918345,0.5892912,47
517,orbit-y,2x Intel Xeon E5-2630 v4,2048,0,11.7673,10.7091,1.0855,1.2295,11.965,11.9941,9.1181,9.1082,0.7123635,-2.5103693,48
518,orbit-y,2x Intel Xeon E5-2630 v4,2048,1,11.3758,10.3721,1.0978,1.2393,11.6139,11.6113,8.7593,8.7239,-0.62555724,-3.2458436,48
519,orbit-y,2x Intel Xeon E5-2630 v4,2048,2,11.042,10.1351,1.0906,1.2382,11.2498,11.2627,8.576,8.5621,-1.1774772,-3.354362,48
520,orbit-y,2x Intel Xeon E5-2630 v4,2048,3,11.3951,10.4227,1.1016,1.2458,11.615,11.6203,8.8089,8.7752,-1.5364672,-3.2894044,48
521,orbit-y,2x Intel Xeon E5-2630 v4,2048,4,11.3323,10.4242,1.099,1.2349,11.6125,11.599,8.7333,8.7606,-2.0838199,-3.1475499,48
522,orbit-y,2x Intel Xeon E5-2630 v4,2048,5,10.8857,9.9732,1.0738,1.2084,11.0663,11.1256,8.4279,8.483,-2.3073504,-3.2869513,48
523,orbit-y,2x Intel Xeon E5-2630 v4,2048,6,11.2254,10.2949,1.0764,1.2127,11.4348,11.4873,8.7104,8.7233,-2.6019938,-2.916347,48
524,orbit-y,2x Intel Xeon E5-2630 v4,2048,7,11.4865,10.4328,1.0661,1.2047,11.7119,11.6915,8.9326,8.9556,-2.6209772,-2.9840636,48
525,orbit-y,2x Intel Xeon E5-2630 v4,2048,8,11.0832,10.1209,1.057,1.191,11.2139,11.2777,8.7008,8.7632,-2.9379644,-2.9144268,48
